No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
423,STT,State Street Corporation,Financial,Asset Management,USA,26039.11,10.59,76.16,0.75%,2163764,8.25,1.25,6.37,1.18,0.19,2.51,0.00%,9.02%,4.20%,8.49%,7.30%,3.31%,0.90%,11.20%,5.20%,,,0.65,0.65,,61.70%,65.10%,4/17/2023 8:30:00 AM,359.14,343.29,0.10%,-9.35%,91.60%,-0.58%,1.45%,1.65,3015.82,1.55%,-12.05%,-3.24%,16.40%,-10.73%,-1.82%,2.43%,3.13%,2.4,0.72,1.58,2.45,1.50%,-9.71%,1.73%,-19.61%,29.93%,45.26,0.65%,0.11%
424,STX,Seagate Technology Holdings plc,Technology,Computer Hardware,Ireland,13392.62,22.98,64.4,-0.71%,1023739,13.09,,1.43,,17.39,85.3,37.30%,236.92%,23.30%,-7.77%,1.60%,4.35%,7.20%,-849.50%,33.40%,1.1,0.7,,,24.50%,10.10%,6.60%,4/20/2023 4:30:00 PM,206.0,205.3,0.40%,-4.24%,87.80%,-0.78%,4.77%,3.87,2529.53,-0.89%,1.21%,20.40%,12.14%,-26.94%,22.41%,1.82%,2.66%,2.5,0.4,1.12,1.78,3.07%,-2.01%,1.45%,-27.03%,35.66%,52.89,0.03%,-0.74%
425,STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA,40855.28,664.62,224.64,1.45%,2025486,16.94,74.26,4.27,5.08,220.84,35.64,-102.30%,13.25%,-15.20%,8.95%,3.80%,1.42%,0.40%,1.00%,9.00%,1.3,0.6,1.35,1.45,51.90%,32.70%,1.10%,4/6/2023 8:30:00 AM,189.88,149.71,7.80%,-55.77%,73.70%,1.80%,1.51%,1.64,1377.82,-0.12%,2.44%,7.65%,-4.79%,-2.47%,-3.07%,2.21%,1.77%,2.0,1.47,1.03,4.01,3.20%,0.81%,-4.54%,-14.10%,7.94%,56.3,0.29%,1.16%
426,SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,USA,11398.31,76.35,74.29,-0.24%,1403996,14.43,3.17,0.67,1.13,28.81,,-88.70%,431.92%,-33.60%,24.06%,5.50%,4.31%,3.90%,11.80%,2.60%,1.2,0.3,0.55,0.77,26.00%,1.90%,6.20%,5/4/2023 8:30:00 AM,147.53,147.16,0.20%,-2.49%,91.80%,1.84%,5.93%,4.57,1906.51,-4.46%,-11.61%,-5.53%,-9.73%,-47.54%,-1.10%,3.15%,3.08%,2.9,0.74,1.3,2.55,-5.16%,-11.32%,-14.49%,-49.59%,5.77%,36.75,-0.24%,0.00%
427,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,USA,17901.74,15.2,111.35,-1.00%,1249528,10.33,1.01,3.37,3.21,18.04,22.97,-13.00%,15.07%,7.60%,15.00%,8.50%,2.23%,13.50%,22.00%,17.30%,2.8,1.7,0.3,0.39,47.60%,27.30%,22.30%,2/6/2023 4:30:00 PM,159.8,158.33,0.20%,-2.79%,78.90%,1.45%,2.40%,2.07,1838.03,-5.09%,-2.94%,20.48%,19.30%,-12.95%,22.19%,2.17%,2.59%,2.4,0.68,1.28,3.01,-2.76%,-2.68%,10.44%,-12.80%,46.21%,43.56,0.03%,-1.03%
428,SYF,Synchrony Financial,Financial,Credit Services,USA,12455.42,4.68,28.62,0.42%,5320326,5.31,,0.73,1.05,1.21,1.99,-16.20%,6.63%,18.60%,-3.62%,0.90%,3.21%,3.00%,23.90%,42.90%,,,1.17,1.17,,71.40%,17.30%,4/19/2023 8:30:00 AM,445.3,434.04,0.40%,-15.20%,,-4.53%,3.32%,2.46,5853.03,0.25%,-17.00%,-10.51%,-9.86%,-18.85%,-12.90%,3.06%,3.87%,2.5,0.91,1.58,1.13,-2.08%,-14.21%,-13.57%,-31.65%,5.43%,38.04,0.21%,0.21%
429,SYK,Stryker Corporation,Healthcare,Medical Devices,USA,109197.57,46.62,287.68,-0.12%,1113434,25.85,5.04,5.92,6.55,56.64,110.86,18.30%,10.91%,4.80%,9.24%,8.20%,1.04%,6.50%,14.80%,8.50%,1.6,1.0,0.71,0.79,63.10%,15.40%,12.80%,5/1/2023 4:30:00 PM,378.5,371.63,0.10%,-62.76%,79.80%,1.53%,1.61%,4.47,1340.94,2.48%,8.32%,15.15%,33.11%,7.14%,17.67%,1.63%,1.90%,2.3,0.83,0.95,4.91,3.86%,6.73%,23.29%,-0.84%,52.34%,69.1,-0.14%,0.01%
430,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,USA,39314.2,27.86,77.27,-0.23%,2125447,16.75,1.72,0.53,27.3,78.58,217.57,159.00%,14.18%,4.90%,16.16%,4.40%,2.54%,6.40%,108.10%,16.20%,1.2,0.7,7.2,7.69,18.10%,3.20%,1.90%,1/31/2023 8:30:00 AM,507.61,506.18,0.20%,-8.08%,84.30%,-1.07%,2.54%,5.45,2355.91,0.43%,3.25%,1.31%,2.34%,-6.34%,1.07%,1.33%,1.82%,2.4,0.9,1.1,1.33,2.55%,1.29%,-3.88%,-15.58%,9.43%,55.89,-0.12%,-0.12%
431,T,AT&T Inc.,Communication Services,Telecom Services,USA,141704.6,,19.65,-1.16%,29719475,7.83,,1.17,1.44,38.29,55.83,-139.30%,2.87%,-22.90%,0.76%,-5.50%,5.65%,-1.90%,-6.90%,-3.60%,0.6,0.5,1.32,1.4,57.90%,-3.80%,-7.20%,4/20/2023 8:30:00 AM,7170.5,7117.47,0.08%,0.00%,54.40%,-0.89%,1.20%,2.67,32061.12,2.99%,5.59%,2.29%,23.35%,8.64%,6.74%,1.43%,1.58%,2.6,0.93,0.62,0.31,4.90%,2.82%,6.18%,-8.73%,35.89%,63.98,-0.41%,-0.75%
432,TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,10673.02,,52.15,-0.67%,1068630,12.05,,1.0,0.89,17.79,20.87,-117.50%,6.31%,-16.80%,2.82%,-0.60%,3.14%,-0.70%,-1.30%,0.20%,0.8,0.5,0.49,0.52,34.20%,1.50%,-1.60%,5/2/2023 8:30:00 AM,216.6,166.08,0.10%,0.00%,87.20%,-2.52%,4.31%,4.32,1656.54,0.89%,-4.05%,5.18%,7.61%,1.48%,1.22%,1.55%,2.11%,3.0,0.65,0.85,1.06,1.35%,-0.14%,-0.72%,-13.26%,11.71%,52.59,-1.12%,0.46%
433,TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,USA,39453.71,49.3,724.32,0.24%,175877,27.11,2.35,7.01,,12.0,,28.80%,19.28%,9.60%,21.01%,9.20%,,4.60%,-26.30%,12.10%,4.2,3.2,,,57.60%,41.70%,15.10%,2/7/2023 8:30:00 AM,57.1,52.69,0.30%,-77.94%,98.00%,1.68%,2.23%,3.45,339.9,-1.44%,-5.25%,13.80%,31.28%,14.35%,15.04%,1.39%,2.20%,2.0,0.52,1.37,15.19,0.89%,-0.89%,15.54%,-6.18%,48.96%,49.68,0.39%,-0.15%
434,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,USA,20385.67,26.24,433.83,0.02%,321918,20.91,4.14,3.73,2.49,31.95,51.71,64.50%,8.31%,20.90%,6.33%,16.00%,,5.60%,10.00%,7.10%,1.8,1.3,0.44,0.48,42.70%,18.00%,14.40%,1/25/2023 8:30:00 AM,46.8,46.26,0.30%,-26.47%,93.90%,-1.56%,1.32%,3.36,182.08,-1.04%,1.17%,8.88%,22.55%,-9.86%,8.48%,1.41%,1.89%,2.1,1.77,1.09,8.04,2.28%,1.06%,9.12%,-12.17%,33.49%,53.78,0.34%,-0.32%
435,TECH,Bio-Techne Corporation,Healthcare,Biotechnology,USA,11644.8,47.05,75.65,2.17%,1046979,31.99,4.37,10.4,6.5,59.17,57.7,91.20%,17.49%,26.70%,10.76%,14.50%,0.42%,11.20%,15.00%,13.20%,4.4,3.2,0.11,0.11,68.30%,30.70%,23.40%,2/2/2023 8:30:00 AM,157.01,155.74,0.80%,-0.67%,97.90%,2.02%,1.66%,2.61,991.07,4.45%,1.49%,-8.07%,-1.93%,-30.12%,-8.72%,2.24%,2.60%,1.6,1.06,1.25,1.95,3.75%,0.53%,-6.73%,-33.53%,11.25%,57.12,1.71%,0.46%
436,TEL,TE Connectivity Ltd.,Technology,Electronic Components,Switzerland,39395.73,17.71,123.96,-0.43%,1559008,16.23,3.22,2.42,3.46,49.68,37.95,10.30%,16.10%,11.70%,5.50%,6.00%,1.90%,10.60%,21.00%,16.30%,1.7,1.0,0.3,0.37,31.90%,15.90%,13.90%,4/26/2023 8:30:00 AM,317.0,315.82,0.20%,-10.90%,95.50%,-4.08%,1.55%,2.68,1829.04,-4.01%,-4.36%,6.62%,4.86%,-2.80%,7.98%,2.04%,2.03%,2.4,0.85,1.32,2.68,-1.53%,-3.19%,0.78%,-10.33%,18.33%,43.39,0.19%,-0.62%
437,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,USA,15767.25,23.79,100.39,-0.83%,1216779,19.31,2.23,5.0,6.38,17.63,45.7,-23.70%,65.42%,14.00%,10.67%,8.10%,0.44%,20.60%,30.20%,28.30%,3.0,2.6,0.0,0.02,59.20%,26.40%,22.70%,1/25/2023 4:30:00 PM,155.76,154.85,0.30%,-18.59%,,-1.33%,2.59%,2.44,1646.29,-6.70%,-2.77%,15.23%,22.50%,-10.29%,14.93%,2.52%,2.84%,2.2,0.74,1.55,3.09,-4.36%,-4.06%,7.77%,-14.50%,48.05%,40.52,0.32%,-1.15%
438,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,42526.97,7.39,32.74,2.25%,10842689,6.78,,2.56,0.81,1.41,,-1.00%,1.71%,10.50%,-0.29%,17.70%,6.35%,1.10%,10.70%,12.50%,,,0.8,0.8,,81.40%,35.60%,4/20/2023 8:30:00 AM,1326.77,1322.79,0.10%,-1.67%,75.30%,-0.15%,1.42%,1.5,12524.53,-3.28%,-25.20%,-26.33%,-28.61%,-40.86%,-23.91%,3.95%,6.60%,2.5,0.87,1.06,1.78,-2.09%,-22.28%,-27.47%,-40.77%,14.08%,35.52,1.77%,0.47%
439,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,12313.41,34.22,262.49,0.12%,312036,18.09,3.29,4.41,3.06,42.17,61.85,-25.00%,9.15%,6.30%,10.40%,5.40%,0.52%,5.30%,9.30%,7.30%,2.4,1.4,0.4,0.43,54.90%,17.90%,13.00%,2/23/2023 8:30:00 AM,46.91,46.81,0.22%,-13.62%,97.20%,-10.03%,2.57%,3.51,342.64,5.44%,15.34%,3.75%,27.70%,-23.37%,5.15%,2.14%,2.55%,2.4,0.91,0.99,5.88,8.90%,8.27%,11.64%,-24.87%,43.71%,71.16,0.00%,0.12%
440,TGT,Target Corporation,Consumer Defensive,Discount Stores,USA,76070.76,27.67,165.58,0.21%,2552126,15.67,,0.7,6.79,34.13,,-57.60%,24.71%,5.10%,-7.51%,8.50%,2.61%,5.20%,25.50%,11.70%,0.9,0.2,1.43,1.44,24.60%,3.50%,2.50%,2/28/2023 8:30:00 AM,460.6,459.38,0.20%,-7.14%,81.90%,1.90%,1.97%,2.81,3226.53,3.31%,1.27%,7.34%,5.86%,-22.91%,11.10%,2.17%,2.55%,2.2,0.79,1.02,4.05,3.07%,-0.30%,3.55%,-35.03%,20.72%,55.87,2.05%,-1.80%
441,TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,USA,89946.38,26.25,78.05,0.01%,3085900,20.02,2.34,1.8,14.22,16.42,69.83,10.00%,10.77%,8.80%,11.20%,6.80%,1.70%,12.50%,60.80%,36.00%,1.2,0.6,0.45,0.53,27.60%,9.30%,7.00%,2/22/2023 8:30:00 AM,1158.18,1151.7,0.10%,-5.69%,94.80%,0.62%,0.51%,1.11,5330.95,1.48%,1.13%,-3.22%,18.62%,26.48%,-1.95%,1.20%,1.65%,1.9,0.58,0.91,1.23,2.96%,0.03%,9.56%,-6.11%,45.37%,56.8,0.26%,-0.24%
442,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,223494.7,32.62,575.35,-0.78%,780738,21.51,3.34,4.98,5.13,26.21,34.62,-9.30%,12.71%,23.60%,9.77%,16.50%,0.24%,7.50%,16.30%,9.80%,1.5,1.2,0.66,0.78,42.20%,18.60%,15.50%,4/26/2023 8:30:00 AM,392.0,384.43,0.10%,-30.18%,91.00%,0.05%,0.75%,2.09,1380.01,2.20%,3.71%,3.31%,5.32%,-1.53%,4.48%,1.79%,2.11%,2.0,0.57,0.79,11.89,3.17%,2.48%,4.47%,-6.95%,20.93%,58.58,-0.95%,0.17%
443,TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,USA,181834.5,64.35,149.61,0.33%,4263507,15.5,0.99,2.29,2.66,40.34,64.69,-3.80%,39.77%,-2.40%,64.93%,14.40%,,1.20%,3.70%,4.00%,0.8,0.7,1.04,1.13,59.80%,8.20%,3.30%,2/1/2023 8:30:00 AM,1240.71,589.74,0.30%,-6.80%,42.60%,-1.01%,3.83%,4.28,5280.73,3.49%,4.49%,3.55%,5.93%,13.38%,6.86%,1.55%,1.59%,2.0,0.81,0.55,2.39,4.17%,3.43%,4.84%,-3.09%,23.75%,64.75,0.03%,0.30%
444,TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,USA,9558.56,11.95,40.13,-0.89%,4601127,9.59,0.98,1.45,4.15,11.3,38.95,21.40%,12.65%,8.70%,12.25%,8.30%,2.99%,11.60%,35.60%,23.40%,1.9,1.1,0.71,0.72,69.30%,16.50%,12.70%,2/9/2023 8:30:00 AM,239.3,233.64,0.50%,-0.13%,96.70%,3.58%,4.09%,2.86,3335.07,-4.61%,-6.96%,1.03%,25.96%,16.45%,5.38%,2.73%,2.71%,2.1,1.38,1.47,1.19,-2.92%,-6.82%,9.37%,-15.48%,52.07%,39.5,0.00%,-0.89%
445,TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,17033.84,19.28,74.93,-0.46%,1027576,11.2,0.6,0.81,6.37,77.78,7.83,48.20%,16.39%,34.60%,32.20%,18.90%,1.87%,5.20%,40.70%,14.00%,0.8,0.6,4.01,4.33,19.30%,10.10%,4.30%,2/22/2023 8:30:00 AM,226.4,222.93,0.70%,-14.61%,90.80%,1.38%,1.71%,2.31,1646.56,4.64%,-1.99%,5.64%,13.31%,-1.03%,1.95%,2.45%,3.33%,1.6,0.62,2.26,2.35,5.46%,1.58%,7.96%,-8.06%,34.86%,57.31,-0.91%,0.45%
446,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,12140.12,27.26,48.96,-0.41%,1414416,16.75,2.73,3.3,2.99,44.8,34.89,-7.20%,6.64%,64.60%,10.00%,6.80%,,6.30%,11.40%,8.80%,1.0,0.8,0.3,0.38,57.30%,16.80%,12.20%,2/8/2023 8:30:00 AM,247.1,245.71,0.20%,-1.48%,95.70%,-0.83%,0.88%,1.68,1279.0,-4.58%,-4.19%,-2.31%,-15.01%,-33.16%,-3.16%,2.45%,2.50%,2.4,1.11,1.57,1.32,-1.38%,-7.85%,-14.77%,-33.09%,3.97%,41.23,0.33%,-0.73%
447,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,24603.99,16.33,109.22,-0.34%,978780,15.25,,3.79,2.77,14.01,24.25,-48.90%,5.85%,1.40%,,6.00%,4.47%,12.70%,17.00%,21.20%,,,0.0,0.0,,36.60%,23.50%,1/26/2023 8:30:00 AM,223.9,219.11,0.80%,-2.68%,79.40%,1.55%,9.11%,11.22,1780.36,-1.04%,-3.04%,0.93%,-2.08%,-29.47%,0.15%,1.71%,3.09%,3.5,0.55,1.32,3.05,0.19%,-3.89%,-5.46%,-28.62%,16.78%,45.97,-0.25%,-0.09%
448,TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA,39527.4,14.57,171.27,0.56%,787159,10.17,1.65,1.07,1.85,49.47,7.07,-18.80%,17.19%,8.60%,8.83%,5.00%,2.17%,2.40%,12.60%,11.10%,,,0.33,0.34,,10.10%,7.60%,4/19/2023 8:30:00 AM,233.1,230.2,0.20%,-43.56%,85.10%,-0.71%,1.58%,2.34,1556.12,0.26%,-3.66%,-8.68%,6.68%,-5.58%,-8.65%,1.80%,2.30%,2.7,0.51,0.61,3.72,1.08%,-4.36%,-1.70%,-11.95%,14.45%,47.62,0.30%,0.26%
449,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,25773.21,24.26,235.63,0.47%,986498,20.35,2.52,1.81,12.73,127.28,148.12,12.80%,10.22%,23.80%,9.61%,14.40%,1.75%,13.60%,56.60%,34.50%,1.3,0.2,0.59,0.59,35.00%,10.10%,7.70%,4/27/2023 8:30:00 AM,110.36,109.81,0.10%,-42.45%,88.70%,2.10%,4.20%,4.43,1041.59,2.27%,3.14%,7.28%,16.89%,4.96%,4.74%,2.58%,1.97%,2.1,0.95,0.82,4.81,1.73%,1.91%,11.55%,-2.64%,41.53%,55.23,1.24%,-0.76%
450,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA,587004.76,51.05,185.06,-0.25%,123519227,33.86,4.33,7.21,13.08,26.46,39.88,121.70%,40.08%,39.90%,11.80%,47.30%,,17.30%,32.50%,26.10%,1.5,1.1,0.04,0.07,25.60%,16.80%,15.40%,4/19/2023 4:30:00 PM,3160.0,2642.27,0.10%,-92.93%,44.80%,1.99%,3.29%,0.5,172518.0,-5.23%,1.68%,67.72%,-23.15%,-49.12%,50.24%,4.54%,4.63%,2.4,0.72,2.02,9.3,-1.40%,-2.88%,-14.08%,-49.17%,81.77%,46.66,1.13%,-1.36%
451,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,21323.09,8.86,59.61,-0.58%,1897406,10.9,1.18,0.4,1.08,32.6,,6.90%,26.42%,13.20%,7.50%,6.80%,3.22%,6.70%,12.50%,12.50%,1.8,0.7,0.4,0.43,10.50%,6.40%,4.50%,5/8/2023 8:30:00 AM,356.0,282.91,1.20%,-0.27%,86.30%,-0.76%,1.56%,1.4,3160.43,2.21%,1.88%,-7.38%,-10.55%,-33.91%,-4.24%,1.61%,1.87%,2.8,0.6,0.74,1.07,2.58%,-1.01%,-13.77%,-40.11%,6.82%,54.8,-0.96%,0.38%
452,TT,Trane Technologies plc,Industrials,Building Products & Equipment,Ireland,39055.0,22.52,170.68,0.11%,2860059,18.72,2.03,2.44,6.45,32.0,65.97,27.00%,8.87%,8.40%,11.10%,2.40%,1.76%,9.90%,29.70%,18.70%,1.1,0.8,0.62,0.79,31.00%,15.10%,11.00%,2/2/2023 8:30:00 AM,230.2,227.99,0.10%,-23.47%,88.40%,1.03%,1.15%,1.76,1494.66,-6.69%,-10.85%,-0.74%,11.04%,10.29%,1.54%,2.85%,2.54%,3.0,1.91,1.04,4.67,-6.26%,-6.71%,4.16%,-13.02%,41.48%,34.14,0.35%,-0.23%
453,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,20406.12,,119.0,-1.64%,1508367,22.77,,4.22,2.09,18.07,182.85,-29.60%,47.13%,38.00%,29.65%,14.50%,,-2.80%,-5.00%,11.20%,0.9,,0.29,0.32,54.30%,-6.90%,-8.30%,2/6/2023 4:30:00 PM,168.0,164.85,0.10%,-0.18%,92.50%,1.97%,3.07%,2.86,1769.21,2.07%,2.31%,12.31%,1.45%,-21.66%,14.28%,2.09%,2.56%,2.1,0.85,0.69,2.84,2.40%,4.54%,3.16%,-21.71%,32.22%,56.29,-1.24%,-0.40%
454,TXN,Texas Instruments Incorporated,Technology,Semiconductors,USA,160781.79,18.94,178.12,0.52%,3742992,21.13,1.89,8.03,11.08,17.73,98.88,13.80%,10.48%,20.80%,10.00%,6.00%,2.78%,33.70%,60.90%,38.00%,4.7,3.8,0.56,0.6,68.80%,50.60%,43.50%,4/25/2023 4:30:00 PM,907.0,905.72,0.21%,-0.79%,86.70%,-1.36%,1.94%,3.31,5307.08,-3.32%,1.08%,6.70%,6.15%,0.53%,7.81%,2.33%,2.32%,2.7,0.71,1.03,4.18,-0.02%,0.88%,5.05%,-4.39%,23.30%,50.0,1.22%,-0.69%
455,TXT,Textron Inc.,Industrials,Aerospace & Defense,USA,13932.01,16.87,67.71,-0.27%,1563176,11.89,1.24,1.08,1.98,6.85,12.47,21.60%,13.00%,13.50%,13.55%,-1.90%,0.12%,5.40%,12.50%,6.80%,2.0,1.1,0.5,0.5,16.10%,6.90%,6.70%,4/27/2023 8:30:00 AM,208.33,204.14,0.45%,-23.46%,86.80%,-13.24%,2.34%,3.3,1444.25,-3.68%,-7.35%,-3.37%,6.93%,-4.46%,-4.36%,1.87%,2.24%,,1.08,1.48,1.54,-1.25%,-5.45%,0.73%,-11.04%,18.56%,41.04,-0.04%,-0.22%
456,TYL,"Tyler Technologies, Inc.",Technology,Software - Application,USA,14567.11,91.02,352.8,1.46%,170943,40.78,12.64,7.87,5.59,69.07,40.58,1.40%,14.08%,1.20%,7.20%,17.10%,,3.50%,6.60%,5.30%,1.0,1.0,0.36,0.38,42.40%,11.60%,8.90%,4/26/2023 4:30:00 PM,41.61,41.18,0.30%,-25.13%,93.00%,1.22%,1.92%,2.74,288.34,2.53%,7.99%,15.10%,-3.94%,-19.59%,9.43%,2.62%,2.73%,2.1,0.59,0.84,9.06,6.03%,6.91%,3.38%,-19.83%,25.50%,61.45,2.31%,-0.83%
457,UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,USA,13747.61,20.47,42.66,1.50%,6300972,4.17,0.34,0.31,2.02,0.84,11.02,136.60%,19.04%,-19.10%,59.43%,3.50%,,1.10%,15.20%,5.40%,1.0,0.9,4.12,4.56,54.60%,5.20%,1.60%,4/18/2023 4:30:00 PM,327.0,325.89,0.30%,-1.12%,60.70%,-5.83%,4.87%,1.85,8566.01,-2.40%,-21.38%,3.44%,20.44%,-4.59%,13.16%,2.72%,3.56%,2.2,0.74,1.42,1.57,-3.57%,-11.20%,2.44%,-22.49%,35.09%,39.46,0.52%,0.98%
458,UDR,"UDR, Inc.",Real Estate,REIT - Residential,USA,13351.18,160.16,40.68,0.30%,1732394,64.06,,8.8,3.27,11125.98,42.34,-47.10%,23.78%,-10.00%,,8.80%,4.13%,0.80%,2.20%,2.60%,,,1.28,1.35,65.70%,16.50%,5.40%,4/26/2023 4:30:00 PM,325.55,323.63,0.30%,-1.99%,,-2.28%,1.55%,2.03,2470.35,2.01%,-3.35%,8.11%,-0.97%,-30.06%,5.03%,2.03%,2.47%,2.3,0.7,0.74,0.97,2.43%,-2.72%,-4.00%,-32.21%,9.41%,51.71,0.72%,-0.42%
459,UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,USA,9094.96,13.99,128.08,-0.48%,392088,11.36,3.4,0.68,1.54,88.47,44.67,-22.70%,12.77%,4.00%,4.11%,5.20%,0.62%,5.10%,11.50%,7.40%,1.3,1.2,0.8,0.81,,7.50%,5.00%,2/27/2023 4:30:00 PM,71.17,61.81,1.70%,-0.20%,,-3.06%,2.90%,2.84,633.32,2.46%,4.16%,-14.02%,35.23%,-8.01%,-9.09%,1.35%,2.30%,2.8,0.62,1.25,2.9,4.45%,-4.91%,7.47%,-19.08%,55.25%,51.87,-0.71%,0.23%
460,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,USA,26808.09,21.69,520.95,-2.47%,736117,19.06,1.69,2.63,13.46,36.33,22.92,33.60%,7.33%,20.20%,12.80%,11.60%,,24.10%,67.20%,63.10%,1.6,0.7,0.0,0.0,39.60%,16.10%,12.20%,3/9/2023 4:30:00 PM,50.62,50.17,0.10%,-34.71%,96.80%,1.39%,2.41%,2.06,587.44,-2.87%,-0.60%,6.55%,31.56%,30.78%,11.06%,1.97%,2.13%,2.2,1.25,1.32,10.63,-0.54%,-0.19%,16.33%,-5.81%,57.48%,47.47,-1.71%,-0.77%
461,UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,USA,475031.29,24.21,512.81,0.70%,3471270,18.13,1.74,1.47,6.16,20.33,27.28,17.10%,13.40%,17.40%,13.89%,10.00%,1.29%,8.60%,27.00%,16.80%,,,0.7,0.74,,8.80%,6.20%,4/14/2023 8:30:00 AM,934.0,929.88,0.10%,-0.11%,89.70%,-0.69%,0.58%,1.5,3576.76,9.09%,8.97%,4.66%,-2.71%,-0.96%,-3.28%,1.86%,2.08%,1.8,0.97,0.67,10.49,7.97%,6.62%,0.11%,-8.12%,14.03%,69.22,0.35%,0.35%
462,UNP,Union Pacific Corporation,Industrials,Railroads,USA,118832.41,17.71,198.64,2.28%,3280010,15.76,1.96,4.78,10.0,116.62,46.01,12.70%,9.24%,13.10%,9.05%,3.20%,2.62%,10.80%,57.70%,17.30%,0.7,0.6,2.6,2.74,76.40%,39.90%,28.10%,4/20/2023 8:30:00 AM,612.5,609.91,0.10%,-0.19%,80.60%,-1.13%,0.84%,1.41,3632.82,0.14%,-2.42%,-2.19%,-0.99%,-21.21%,-4.07%,1.86%,2.29%,2.3,0.9,1.11,4.48,2.43%,-0.74%,-5.27%,-20.71%,8.14%,52.37,2.08%,0.20%
463,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,USA,162256.12,14.27,188.58,-0.43%,2206113,15.27,3.58,1.62,8.25,21.36,38.44,-10.10%,7.96%,20.00%,3.99%,8.50%,3.44%,16.40%,67.50%,24.90%,1.2,1.2,0.88,0.99,76.40%,13.00%,11.50%,4/25/2023 8:30:00 AM,865.0,718.47,0.01%,-56.46%,72.50%,-0.45%,1.53%,3.51,3135.0,-1.31%,2.32%,8.48%,12.30%,-4.38%,8.48%,1.70%,2.18%,2.4,0.7,1.09,3.71,0.76%,1.79%,3.59%,-9.94%,21.77%,52.92,0.13%,-0.56%
464,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,USA,24371.52,11.94,355.27,1.14%,1494332,8.07,0.77,2.09,3.49,229.92,5.83,55.80%,7.25%,31.00%,15.59%,11.90%,1.67%,9.70%,33.00%,13.80%,1.1,1.0,1.59,1.61,42.90%,27.80%,18.10%,1/25/2023 4:30:00 PM,69.39,68.94,0.20%,-18.18%,93.90%,-0.68%,4.51%,3.4,914.64,-8.01%,-25.58%,-2.42%,20.89%,3.81%,-0.04%,4.80%,4.34%,2.4,1.63,1.83,16.06,-8.91%,-17.12%,3.85%,-26.29%,54.10%,33.96,1.51%,-0.36%
